状态,代码,名称,科技归属,科技证据,日线买信号,日线日期,日线价格,周线买信号,周线日期,周线价格,最高单信号分,综合分
近1月日线+周线,SH.601212,白银有色,PCB/CCL/服务器材料产业链,PCB/CCL/服务器材料产业链 / PCB/CCL / PCB,一买 / MACD绿柱缩小_零下,2026-05-29,6.27,MACD绿柱扩大_零上,2026-05-15,6.97,30,90.9
近1月日线+周线,SZ.000701,厦门信达,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / MiniLED / LED概念,MACD绿柱扩大_零上,2026-05-22,5.9,MACD绿柱缩小_零下,2026-05-22,5.9,30,90.7
近1月日线+周线,SH.600029,南方航空,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 通用航空,背驰买,2026-05-18,5.19,MACD绿柱缩小_零下,2026-05-29,5.49,30,90.6
近1月日线+周线,SH.605123,派克新材,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 商业航天,MACD绿柱扩大_零上,2026-05-29,99.99,缺口买:普通,2026-05-08,116.51,22.75,90.4
近1月日线+周线,SH.603131,上海沪工,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 商业航天 / 卫星互联网,MACD绿柱扩大_零上,2026-05-28,20.04,MACD绿柱缩小_零下 / 缺口买:普通,2026-05-22,21.64,30,90.1
近1月日线+周线,SH.600730,中国高科,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创,拒绝回调相对强度,2026-06-01,15.28,缺口买:普通,2026-05-15,12.45,90,90
近1月日线+周线,SH.600797,浙大网新,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / 数字经济 / 数据安全 / 智慧政务；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念 / 算力概念 / ChatGPT概念 / 东数西算；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念 / 云计算,一买,2026-05-29,7.02,MACD绿柱缩小_零下,2026-05-22,8.7,30,88.2
近1月日线+周线,SZ.002512,ST达华,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI服务器/数据中心 / 边缘计算；军工装备产业链 / 商业航天/卫星互联网 / 卫星互联网,MACD绿柱扩大_零上,2026-05-29,4.5,MACD绿柱缩小_零下,2026-05-29,4.5,30,87.7
近1月日线+周线,SH.600170,上海建工,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 工业互联,一买,2026-05-28,2.47,MACD绿柱扩大_零上,2026-05-22,2.55,28,87.3
近1月日线+周线,SH.600148,长春一东,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 汽车 / 无人机,MACD绿柱扩大_零上,2026-05-27,17.57,MACD绿柱缩小_零下,2026-05-15,19.01,33.25,86.7
近1月日线+周线,SH.688031,星环科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / MLOps概念 / 数据安全 / 大数据；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创,一买,2026-05-28,111.1,MACD绿柱扩大_零上,2026-05-29,116.88,28,86
近1月日线+周线,SH.600576,祥源文旅,AI算力/数据中心产业链 / 军工装备产业链:商业航天/卫星互联网,AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念；军工装备产业链 / 商业航天/卫星互联网 / 低空经济,拒绝回调相对强度,2026-06-01,6.11,一买,2026-05-08,5.58,85.959,85.959
近1月日线+周线,SZ.002343,慈文传媒,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI语料,一买,2026-05-26,5.23,MACD绿柱缩小_零下,2026-05-15,5.92,28.8,85.7
近1月日线+周线,SZ.300721,怡达股份,消费电子/华为链 / 半导体产业链,消费电子/华为链 / 消费电子/华为链 / OLED；半导体产业链 / 半导体设备 / 光刻机(胶),二买 / 三买,2026-05-26,27.85,缺口买:普通,2026-05-22,32.35,42.9,84.8
近1月日线+周线,SH.688775,影石创新,消费电子/华为链 / 军工装备产业链:航空航天/船舶,消费电子/华为链 / 消费电子/华为链 / 消费电子 / 品牌消费电子 / 消费电子；军工装备产业链 / 航空航天/船舶 / 无人机,MACD绿柱扩大_零上,2026-05-26,180.5,MACD绿柱缩小_零下,2026-05-15,215.2,30,84.5
近1月日线+周线,SH.600373,中文传媒,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 增强现实 / 虚拟现实；AI算力/数据中心产业链 / AI应用/智能体 / 数字阅读,一买,2026-05-28,7.4,MACD绿柱缩小_零下,2026-05-22,7.89,28,82.9
近1月日线+周线,SH.600973,宝胜股份,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 低空经济,MACD绿柱扩大_零上,2026-05-29,6.96,MACD绿柱扩大_零上,2026-05-29,6.96,29.75,82.6
近1月日线+周线,SH.600335,国机汽车,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,一买,2026-05-28,5.31,MACD绿柱缩小_零下,2026-05-15,6.01,30,82.5
近1月日线+周线,SH.688696,极米科技,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,一买,2026-05-29,74.9,MACD绿柱缩小_零下,2026-05-22,83.55,30,82.2
近1月日线+周线,SH.600115,中国东航,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 通用航空,背驰买,2026-05-18,3.99,MACD绿柱缩小_零下,2026-05-29,4.39,30,82.1
近1月日线+周线,SH.603660,苏州科达,AI算力/数据中心产业链 / 消费电子/华为链 / 军工装备产业链:航空航天/船舶,AI算力/数据中心产业链 / AI应用/智能体 / 元宇宙概念 / 安防概念 / 大数据 / 智慧城市；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / 生物识别 / 量子科技；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 国产软件,MACD绿柱扩大_零上,2026-05-29,11.88,缺口买:普通,2026-05-08,13.33,24.5,81.9
近1月日线+周线,SZ.002083,孚日股份,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 同步磁阻电机,MACD绿柱缩小_零下,2026-05-29,10.03,MACD绿柱扩大_零上,2026-05-29,10.03,31.5,81.1
近1月日线+周线,SH.688597,煜邦电力,军工装备产业链:航空航天/船舶 / AI算力/数据中心产业链 / 机器人/自动化产业链,军工装备产业链 / 航空航天/船舶 / 无人机 / 军工；AI算力/数据中心产业链 / 国产算力/华为生态 / 国产软件；机器人/自动化产业链 / 自动化/机器人 / 机器人概念,一买,2026-05-28,7.7,MACD绿柱扩大_零上,2026-05-29,7.87,28,79
近1月日线+周线,SZ.002555,三七互娱,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / Kimi概念,一买,2026-05-26,19.02,MACD绿柱扩大_零上,2026-05-29,19.2,28,78.5
近1月日线+周线,SH.600879,航天电子,军工装备产业链:商业航天/卫星互联网 / 军工装备产业链:航空航天/船舶 / AI算力/数据中心产业链,军工装备产业链 / 商业航天/卫星互联网 / 航天装备Ⅲ / 航天装备Ⅱ / 低空经济 / 空间站概念；军工装备产业链 / 航空航天/船舶 / 国防军工 / 军民融合 / 无人机；AI算力/数据中心产业链 / AI服务器/数据中心 / 量子科技,MACD绿柱扩大_零上,2026-05-26,21.28,MACD绿柱扩大_零上,2026-05-29,19.51,31.5,76.9
近1月日线+周线,SZ.300718,长盛轴承,机器人/自动化产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械概念,缺口买:普通,2026-05-26,86.231,MACD绿柱缩小_零下,2026-05-08,78.751,30,76.8
近1月日线+周线,SH.600248,陕建股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念,一买,2026-05-28,3.2,一买,2026-05-29,3.2,28,75.9
近1月日线+周线,SH.600686,金龙汽车,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 百度概念,MACD绿柱缩小_零下,2026-05-27,14.07,MACD绿柱扩大_零上,2026-05-22,14.57,30,75.8
近1月日线+周线,SZ.301230,泓博医药,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI,MACD绿柱扩大_零上,2026-05-21,38.81,MACD绿柱扩大_零上,2026-05-29,35.34,31.5,75.6
近1月日线+周线,SH.603280,南方路机,机器人/自动化产业链 / AI算力/数据中心产业链 / 通信网络/5G产业链,机器人/自动化产业链 / 自动化/机器人 / 工程机械 / 工程机械 / 工程机械整机 / 工程机械概念；AI算力/数据中心产业链 / AI服务器/数据中心 / DeepSeek概念；通信网络/5G产业链 / 通信设备/网络建设 / 物联网,一买,2026-05-28,28.48,MACD绿柱缩小_零下,2026-05-15,32.9,30,75.3
近1月日线+周线,SZ.300933,中辰股份,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI服务器/数据中心 / 算力概念 / 东数西算,MACD绿柱扩大_零上,2026-05-29,7.64,MACD绿柱缩小_零下,2026-05-22,8.58,30,74.6
近1月日线+周线,SZ.002659,凯文教育,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念,一买,2026-05-28,4.3,MACD绿柱缩小_零下,2026-05-15,5.02,30,74.5
近1月日线+周线,SZ.300418,昆仑万维,AI算力/数据中心产业链 / 半导体产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI语料 / Web3.0 / 虚拟数字人 / 元宇宙概念；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / ChatGPT概念 / AIGC概念；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,一买,2026-05-28,42.4,MACD绿柱扩大_零上,2026-05-29,43.92,28,73.9
近1月日线+周线,SH.603989,艾华集团,消费电子/华为链,消费电子/华为链 / 消费电子/华为链 / 被动元件 / 被动元件概念,三买,2026-05-18,19.85,缺口买:持续,2026-05-29,35.81,32.5,73.4
近1月日线+周线,SZ.000903,ST云动,机器人/自动化产业链 / 半导体产业链,机器人/自动化产业链 / 自动化/机器人 / 发电机概念；半导体产业链 / 芯片设计 / 汽车芯片,MACD绿柱缩小_零下,2026-05-29,1.85,一买,2026-05-29,1.7,30,72.3
近1月日线+周线,SH.605598,上海港湾,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 商业航天,MACD绿柱扩大_零上,2026-05-29,46.4,MACD绿柱扩大_零上,2026-05-29,46.4,31.5,71.6
近1月日线+周线,SH.688558,国盛智科,机器人/自动化产业链 / 军工装备产业链:商业航天/卫星互联网 / 半导体产业链,机器人/自动化产业链 / 自动化/机器人 / 人形机器人 / 机器人概念 / 工业母机；军工装备产业链 / 商业航天/卫星互联网 / 低空经济；半导体产业链 / 晶圆制造 / 半导体概念,MACD绿柱扩大_零上,2026-05-29,34.4,缺口买:普通,2026-05-08,41.976,28,71.2
近1月日线+周线,SH.603877,太平鸟,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,一买,2026-05-28,12.31,MACD绿柱缩小_零下,2026-05-15,13.9,30,70.8
近1月日线+周线,SZ.002632,道明光学,消费电子/华为链 / AI算力/数据中心产业链,消费电子/华为链 / 消费电子/华为链 / 显示技术 / 柔性屏(折叠屏) / 增强现实；AI算力/数据中心产业链 / AI应用/智能体 / 安防概念；消费电子/华为链 / 端侧AI/AI终端 / AI手机,一买,2026-05-27,10.13,MACD绿柱扩大_零上,2026-05-29,10.17,28,70.2
近1月日线+周线,SZ.300872,天阳科技,AI算力/数据中心产业链 / 消费电子/华为链,AI算力/数据中心产业链 / AI应用/智能体 / 数据要素 / 数字经济 / 智慧政务 / 数字货币；AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念；AI算力/数据中心产业链 / 国产算力/华为生态 / 华为昇腾,趋势买,2026-05-28,18.49,缺口买:普通,2026-05-08,20.3,21,70.1
近1月日线+周线,SZ.300563,神宇股份,通信网络/5G产业链 / AI算力/数据中心产业链 / 消费电子/华为链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信线缆及配套；AI算力/数据中心产业链 / AI应用/智能体 / 数字经济；消费电子/华为链 / 消费电子/华为链 / 虚拟现实,MACD绿柱扩大_零上,2026-05-20,31.56,MACD绿柱缩小_零下,2026-05-15,31.62,30,69.1
近1月日线+周线,SH.600316,洪都航空,军工装备产业链:商业航天/卫星互联网,军工装备产业链 / 商业航天/卫星互联网 / 航空装备Ⅲ / 航空装备Ⅱ / 通用航空 / 航天航空,MACD绿柱缩小_零下,2026-05-29,29.38,MACD绿柱扩大_零上,2026-05-29,29.38,30,68.7
近1月日线+周线,SH.601360,三六零,AI算力/数据中心产业链 / 消费电子/华为链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / AI应用 / 虚拟数字人 / 数据安全 / 区块链；AI算力/数据中心产业链 / AI服务器/数据中心 / 多模态AI / ChatGPT概念 / 网络安全；AI算力/数据中心产业链 / 国产算力/华为生态 / 信创 / 国产软件,MACD绿柱扩大_零上,2026-05-21,10.6,MACD绿柱缩小_零下,2026-05-15,10.98,30,68.7
近1月日线+周线,SZ.300466,赛摩智能,机器人/自动化产业链 / AI算力/数据中心产业链,机器人/自动化产业链 / 自动化/机器人 / 仪器仪表 / 新型工业化；AI算力/数据中心产业链 / AI应用/智能体 / 数据安全 / 数字孪生；AI算力/数据中心产业链 / AI服务器/数据中心 / 网络安全,MACD绿柱扩大_零上,2026-05-28,8.56,MACD绿柱缩小_零下,2026-05-15,9.34,31.5,67.9
近1月日线+周线,SZ.302132,中航成飞,军工装备产业链:航空航天/船舶 / 军工装备产业链:商业航天/卫星互联网 / 机器人/自动化产业链,军工装备产业链 / 航空航天/船舶 / 军工电子Ⅲ / 军工电子Ⅱ / 大飞机 / 无人机；军工装备产业链 / 商业航天/卫星互联网 / 航天航空；机器人/自动化产业链 / 自动化/机器人 / 传感器,一买,2026-05-27,61,MACD绿柱缩小_零下,2026-05-22,65.01,30,67.7
近1月日线+周线,SH.688681,科汇股份,AI算力/数据中心产业链 / 机器人/自动化产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 工业互联；机器人/自动化产业链 / 自动化/机器人 / 同步磁阻电机；通信网络/5G产业链 / 通信设备/网络建设 / 物联网,MACD绿柱扩大_零上,2026-05-29,17.26,MACD绿柱扩大_零上,2026-05-29,17.26,29.75,67.3
近1月日线+周线,SH.688819,天能股份,军工装备产业链:航空航天/船舶,军工装备产业链 / 航空航天/船舶 / 无人机,MACD绿柱缩小_零下,2026-05-29,24.54,MACD绿柱扩大_零上,2026-05-22,26.28,30,67.1
近1月日线+周线,SZ.002296,辉煌科技,通信网络/5G产业链 / 军工装备产业链:商业航天/卫星互联网,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 通信 / 通信设备 / 通信网络设备及器件；军工装备产业链 / 商业航天/卫星互联网 / 北斗导航,一买,2026-05-29,9.93,MACD绿柱扩大_零上,2026-05-29,10.01,28,66.9
近1月日线+周线,SH.605178,时空科技,AI算力/数据中心产业链 / 通信网络/5G产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智慧城市；通信网络/5G产业链 / 通信设备/网络建设 / 物联网,二买,2026-05-25,63.7,MACD绿柱扩大_零上,2026-05-29,67.21,34.1,66.6
近1月日线+周线,SZ.000620,盈新发展,半导体产业链,半导体产业链 / 存储芯片 / 存储芯片,MACD绿柱扩大_零上,2026-05-29,2.8,缺口买:普通,2026-05-08,3.04,24.5,66.3
近1月日线+周线,SH.601216,君正集团,AI算力/数据中心产业链,AI算力/数据中心产业链 / 算力租赁/智算云服务 / 阿里概念,一买,2026-05-28,5.08,MACD绿柱扩大_零上,2026-05-29,5.12,28,66
近1月日线+周线,SH.600366,宁波韵升,消费电子/华为链 / 军工装备产业链:商业航天/卫星互联网,消费电子/华为链 / 消费电子/华为链 / 消费电子概念 / 无线耳机 / 苹果概念；军工装备产业链 / 商业航天/卫星互联网 / 低空经济,MACD绿柱扩大_零上,2026-05-29,12.29,MACD绿柱缩小_零下,2026-05-22,13.11,30,65.9
近1月日线+周线,SZ.000617,中油资本,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 数字货币,一买,2026-05-28,7.61,MACD绿柱扩大_零上,2026-05-22,8.13,28,65.8
近1月日线+周线,SZ.300058,蓝色光标,AI算力/数据中心产业链,AI算力/数据中心产业链 / AI应用/智能体 / 智谱AI概念 / Web3.0 / 虚拟数字人 / 元宇宙概念；AI算力/数据中心产业链 / AI服务器/数据中心 / ChatGPT概念 / AIGC概念 / 百度概念,MACD绿柱扩大_零上,2026-05-28,16.16,MACD绿柱扩大_零上,2026-05-29,16.7,35,65.8
近1月日线+周线,SZ.300711,广哈通信,通信网络/5G产业链 / AI算力/数据中心产业链,通信网络/5G产业链 / 通信设备/网络建设 / 通信设备 / 其他通信设备 / 通信 / 通信设备；AI算力/数据中心产业链 / AI应用/智能体 / AI应用；AI算力/数据中心产业链 / 国产算力/华为生态 / 华为昇腾,一买 / MACD绿柱缩小_零下,2026-05-27,19.35,MACD绿柱扩大_零上,2026-05-29,19.78,31.5,65.7
